# dbox2d conformance trace v1 kind=function name=collide_chain_segment_and_capsule ref=0aa402e cc=gcc-13.2.0 flags=-O3,-DNDEBUG,-std=gnu17,-ffp-contract=off,-fno-fast-math
cases 256
case 0 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 1 3f9d70bc bfa2f2c6 bf384fde bf31aa6c beac99d7 3d8d69ee 3e34fb66 3d48f721 3d877876 3fa3b028 bf964249 3f7ed6b9 3dc2d911 0 0 0 0 0 0 0 | bf31aa6c 3f384fde 00000000 2 3fbb08d7 bf8f54fb 3e6cc0da 3e1cee5b 3e3ac57a 3d5da9cc bdcd4aae 1 3f88373b bfa27fe8 be29cc08 3b65bb40 be5bc768 bdc3d9f6 3e70d965 256 0 0 0 0 0 0 0
case 11 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 12 4018b4b2 bf8c6218 bf7d45ae be15167f be52fc47 bd91838d 3deb5eb2 3e2026aa 3e5a1334 3fdfbe7e 406712ca be6163c7 3f79b8c7 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 0 0 0
case 12 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 13 3e190d38 be640dc8 3f78386d be7a8602 beaae6e6 bef0ffff 3e7c04e4 3f085379 3d2689b4 3e18b9df bee8cbe0 bf77ec89 be7f2d5c 0 0 0 0 0 0 0 | be7a8602 bf78386d 00000000 2 3e17255e bf1e80e3 baf3ecc0 becafae2 baca4040 be286bcc 3f450b75 1 3ea290c0 bd8470be 3e2c1448 3e21d569 3e2c67a1 3ec7afb0 bec703e2 256 0 0 0 0 0 0 0
case 13 c0f00000 00000000 c0200000 00000000 40200000 00000000 40f00000 00000000 14 41013542 c003fa08 bf3fcaef bf299017 bf087c9f 3ed04c88 3f36597b be548578 3e492c92 40feb5ab bf94ec22 3f6bdd3e 3ec709d7 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 1 1 0
case 14 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 15 3f9a5a34 40034586 3f800000 00000000 3e9fddfc 3e0bf158 be496340 be1dcf4a 3e6480ae 3fa28e91 3fe9be3f 3f800000 00000000 0 0 0 0 0 0 0 | 00000000 bf800000 00000000 2 3f896229 3ffc8fbc be07c058 bd9fb504 be496340 3e168be6 3e1fb504 1 3fca8610 400795e3 3ec0af70 3d8a0b9e 3e9fddfc 3e95b61c be0a0b9e 256 2 0 1 0 0 0 0
case 15 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 16 403210e4 c0359deb beac47aa 3f711289 3e9e392e baf9cd40 be17ca7a be4cf69e 3e67baea 403c8cfd c0282a06 3f5a81ba 3f0561d4 0 0 0 0 0 0 0 | 3f711289 3eac47aa 00000000 2 4030acb2 c03bc6b6 bcb21921 bdc51965 be3e04b4 be9ce581 bdd87f82 1 4036c44f c02615be 3d966d68 3e7882d8 bdb915b8 3d051220 3e9a72b1 256 2 0 1 0 1 1 0
case 16 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 17 bea2bb44 3f4ac694 3f4cc663 3f19a226 3ec159a9 3c80d53c be45e60a bdc10bc5 3e4a81e2 bece1f6a 3f2e7f3b 3e909b78 3f7593c7 0 0 0 0 0 0 0 | 3f19a226 bf4cc663 00000000 2 befd46b3 3f23e00e be3516de be1b9a19 bdbc9d24 bd29f2d4 3cfca038 1 be9ec289 3f8606ff 3bfe2ed0 3e828ed5 3dbd7385 3ebb1d87 becc19a6 256 0 0 0 0 0 0 0
case 17 bac49ba6 00000000 ba03126f 00000000 3a03126f 00000000 3ac49ba6 00000000 18 c021a042 c09e00bc 3e013399 3f7df441 3f4b86b6 3f2d02a2 bfa2ea95 bf6a9c9c 3efb8477 c0173f1a c094e6ec bf7fcbb9 3d239145 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 1 1 0 0 1 0
case 18 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 19 3e5b49b0 bff148e2 3f800000 00000000 be0fcb66 3d98205d 3e2331c0 bd425d76 3d9eb03e 3e5610d8 bff615af 3f800000 00000000 0 0 0 0 0 0 0 | 00000000 bf800000 00000000 2 3d8c8ae4 bfe9f8c4 be15043e 3d6a03cb be0fcb66 3dc1ceb6 bdea03cb 0 3ebca14c bff1c33c 3e1df8e8 bb74b4e0 3e2331c0 3d0a4e52 3bf4b4d0 257 0 0 0 0 0 0 0
case 19 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 20 bf6263c4 bfbe907d 3ef2a622 3f616cc5 3e9ab69b 3d06b93e be2c4e58 3e1d2562 3e8101c2 bf6bb5c7 bfd159f5 bf7b37ce be44ffa0 0 0 0 0 0 0 0 | 3f616cc5 bef2a622 00000000 2 bf9f53d6 bfda9864 beb887d0 be603f3c bea5e3ca bd93e6f8 bedab4e2 0 bf742410 bfd0ce5e bd8e025f be11ef06 bd06e48e 3b8b9740 3c5463c0 257 0 0 0 0 0 0 0
case 20 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 21 bf41c684 be115d20 3f1c466e bf4ac41f bd64c3c0 3e4006b2 bcc13f31 be84f5bd 3e565760 bfc16791 bec8ce62 3f6ef3bb 3eb7b756 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 0 0 0
case 21 c0f00000 00000000 c0200000 00000000 40200000 00000000 40f00000 00000000 22 40fb0378 c0c7cd10 bf3360e5 3f36a53a bf717046 bec51190 3fc162f5 bea97e4e 3f36132c 4114b5c3 c084e175 3f0f7f2c 3f54006a 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 0 0 0
case 22 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 23 3fdd80bc bf88b411 3f800000 00000000 3d5f40a2 be0d2e74 bdb63c77 3e37e230 3e3ec030 3fdb8b6b bfe8b411 3f800000 00000000 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 1 1 0
case 23 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 24 bfa5044a bf140f28 bec13110 3f6d1394 bf10c2ac 3de89ec2 3f055354 bddd7f12 3e1b48b6 bf0f8d8e bec1cc54 3f6a7956 becd80fe 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 0 0 0
case 24 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 25 bd3c1180 beb7a370 3f150aa8 bf50240c 3eb1285e be1e7e5a bebca2f6 3e70a0ca 3e3699ec c07ee362 c0414350 bf3869fd 3f318f4f 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 0 0 0
case 25 c0f00000 00000000 c0200000 00000000 40200000 00000000 40f00000 00000000 26 41172bee c0b219e4 3f6e073c bebc73b5 bfe40aa4 3e59363b 3fba6b10 3ea5fc06 00000000 408c3cdb c190a302 3f55a08c 3f0d10be 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 1 0 0 1 1 0
case 26 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 27 402124c2 3f2e2b5c 3f800000 00000000 bca4f138 bd8f48ff bc9cfc80 bd8ecc0b 3e32a818 400fdfac c0823a94 3f800000 00000000 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 1 1 0
case 27 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 28 c023a0c7 c026d6ce 3f3c7e9e 3f2d38c9 be5f28f4 3e8cabc4 3d01c83e bef21510 3ddb7b84 3f554450 c0be2bfc 3ee4d956 3f650124 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 0 0 0
case 28 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 29 bf5eacbe bf9e27bc bf1fe0ca bf47f000 beee0eb7 3e827c50 3eaf3885 beeca83e 3e372488 bf89443d bf907753 3e9c3508 bf73cb6f 0 0 0 0 0 0 0 | bf47f000 3f1fe0ca 00000000 2 bf37b7dd bf4fa5dd 3e1bd384 3ed95336 3eb5a13a 3ea29192 3e95bf83 0 bfa186fb bfdb3381 bec8c270 bef42f13 be4215f0 bf15785c 3c8976b0 257 2 0 1 0 1 1 0
case 29 c0f00000 00000000 c0200000 00000000 40200000 00000000 40f00000 00000000 30 be417180 c0b651ec 3f70c32d beae0156 3de675e4 3f343b48 3f0b6714 bf94ddd9 3f2de81c bf2d93d4 c0ca2ed0 3f7b16ed be4799e6 0 0 0 0 0 0 0 | beae0156 bf70c32d 00000000 2 be9e0e33 c0aa0215 bdf555cb 3ec4fd6e 3ebd1975 3f80b2ec bf246b96 0 3d5c2ac0 c0cc8036 3e787c30 bf317250 3f3b5680 bd945980 3f91c5c0 257 2 0 1 0 0 0 0
case 30 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 31 bf1af334 3f937628 3f800000 00000000 be84ce1b 3e761a78 3db376e0 be648486 3e771ba2 befce729 3f6d52b6 3f800000 00000000 0 0 0 0 0 0 0 | 00000000 bf800000 00000000 2 bf40daa2 3fa3e323 be179db8 3e0367d9 be84ce1b 3eb4e720 be8367d9 0 bed00971 3f863933 3e4bb9ee bdd3cf4c 3db376e0 3df8fd84 3e53cf4c 257 0 0 0 0 0 0 0
case 31 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 32 3fe362c8 4021d2c4 bf7a2cd6 be59325f bf0242a3 3ddaaeda 3ece265a be0e2f7c 3e328ee4 3fe60985 4030d8a8 3f27948c bf418704 0 0 0 0 0 0 0 | be59325f 3f7a2cd6 00000000 2 3ffa0f2d 401830fb 3e356326 be1a1c96 3e202d3e bec53d6b bebd1417 1 3fd1e9ac 4031e229 be0bc8e0 3e807b2b be20fec8 3c84c0b0 3f0c61e1 256 0 0 0 0 0 0 0
case 32 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 33 bf527ca5 3d7391e0 3f56f077 3f0b0ed1 be9d3e8a 3e8c4dc7 3e04ad0f be30e2f0 3e3b8b5c bf34c92a 3db809a8 bf79025e be6dab38 0 0 0 0 0 0 0 | 3f0b0ed1 bf56f077 00000000 2 bf6053bb 3e6f8d53 bd5d7162 3e32a8db be2e2a44 3e13887f beb41350 1 bf00741a 3e0e00de 3ea41116 3da238cd 3e515440 3d47f02a 3e5c473e 256 0 0 0 0 0 0 0
case 33 bac49ba6 00000000 ba03126f 00000000 3a03126f 00000000 3ac49ba6 00000000 34 41009042 c0d48429 bf4853b8 3f1f63c4 befd726c bf39908b be2f0a7d 3f701c79 3edcf13a 41049b90 c0d5d70d bf7d6f4c be10999b 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 0 0 0 1 0
case 34 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 35 3fc92e90 bf85360b 3f800000 00000000 3e55568e 3d966907 bd6f0e36 be1a08ee 3d817003 3feedaf5 bf8a02d8 3f800000 00000000 0 0 0 0 0 0 0 | 00000000 bf800000 00000000 2 3fe76283 bf8d3180 3e719f9a bd7f6ea8 bd6f0e38 bccbaa10 3dff6ea9 1 4004c2e4 bf7dbb52 3f00ae6e 3d4b0c3a 3e555690 3db252ed bdcb0c3a 256 0 0 0 0 0 0 0
case 35 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 36 bf6c9bd8 bfbadc76 bf7bd266 3e383fed 3e31a930 3dfef864 bdd04405 be8a28fb 3e2d65a8 bf3dfd5d bfba3ec8 be5c0692 bf7a0546 0 0 0 0 0 0 0 | 3e383fed 3f7bd266 00000000 2 bf29130d bfd52f40 3e871196 be52964c 3da75280 be5783bc be9e8b40 0 bf819817 bfba22bf bdb4a2ac 3bb9b72c be8a65a1 3a604960 bca8ac68 257 0 0 0 0 0 0 0
case 36 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 37 bf150e2a bf0f5c1e 3e152301 3f7d4538 be492f80 bee282da 3e863151 3eeb3104 3d5d36ee 3e324184 bf126a9a bf380a1f 3f31f2a7 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 1 1 0
case 37 c0f00000 00000000 c0200000 00000000 40200000 00000000 40f00000 00000000 38 3f8c4718 3f058500 3f795a26 be67d85a bfa36452 bfc59c5d 3f7df493 3f8b8a29 3e2e8c5d 3e49c758 bfeb06fc 3efa1ba1 3f5f60a4 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 1 1 0
case 38 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 39 c01710ae 3fb44068 3f800000 00000000 3e437658 bc05514a be049ba8 bb8366ec 3db466cf c0149eb6 3f2880d0 3f800000 00000000 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 1 1 0
case 39 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 40 c01749ae 401b8db6 bf59ee61 3f065210 3eaf96c0 3e8fb01f be29a914 bd77c2ba 3e63ccae bfe147b5 403c1e37 3eedd029 bf62b5a7 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 1 1 0
case 40 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 41 bfa8add1 3f287050 bec2755f bf6cd141 be367e50 be6015be 3e5b5c02 3e722614 3e5debd6 c0b53fc3 40250707 3f7ef53d bdb898a7 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 1 1 0
case 41 c0f00000 00000000 c0200000 00000000 40200000 00000000 40f00000 00000000 42 bfc01380 c0ed6b5b 3de94d81 bf7e5561 bf339f40 bf02180c 3f5f9c18 3eec56e9 00000000 c16fa965 c1061623 bf7fefcd 3cb624e9 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 0 0 0
case 42 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 43 bdd8f1c0 bf275f50 3f800000 00000000 3cc45a69 bbb514d8 3cbe43cf bbcb0168 3e1dd622 be25e553 c0acebea 3f800000 00000000 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 0 0 0
case 43 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 44 3fdc72b8 40085590 3ee43c8d 3f65283d 3cd28104 3e5784e2 bda5fcbd be97c7af 3e6f902c 40bd6519 bdca7440 3f7d5aa6 3e12d841 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 0 0 0
case 44 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 45 3fb4efea bf7b98f7 3eecdc25 3f62f57b 3dbd79db beea27ed be989596 3ea0d241 3d2dfdc3 3fd451bb bf7fd34f bf6efef3 3eb77cf4 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 0 0 0
case 45 c0f00000 00000000 c0200000 00000000 40200000 00000000 40f00000 00000000 46 4117fdf0 c090e5a2 3eb39474 bf6fbca3 3f34932f bd282c50 bf3fc5c5 bf0f93ef 3f3bef38 410e38e2 c0a12747 3f6af13c 3ecb5a5b 0 0 0 0 0 0 0 | bf6fbca3 beb39474 00000000 2 411eaa88 c09507d5 3ed59300 be04465a 3f838d30 3ec1f723 bf30cf24 0 41174cc9 c0aec684 bd312758 bf6f0713 3f113e6a bed9f3d6 3f3c6958 257 2 0 1 0 0 0 0
case 46 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 47 bed38da8 c00fcfa0 3f800000 00000000 bda81dd7 3eb981c6 3d092fb6 bf04ed0d 3d285684 bf18e632 c01e3606 3f800000 00000000 0 0 0 0 0 0 0 | 00000000 bf800000 00000000 2 bf2de9ed c00a1a0a be884632 3db6b2cd bda81dd8 3ea0dfe3 be36b2cd 0 bf105336 c0264fc8 be1a318a beb4013d 3d092fb8 be019c1a 3f34013d 257 0 0 0 0 0 0 0
case 47 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 48 c030a2e1 c03a8ff5 bf6012a5 bef79b87 bd38ba0e be36b110 3e84d3d1 3e4a5838 3e6cf0c0 c03ce2ee c030e104 bf2e4f84 3f3b7cf9 0 0 0 0 0 0 0 | bef79b87 3f6012a5 00000000 2 c02b8169 c037fbd8 3da42f05 3d250752 3e8b0c29 bde35a77 bbe5ab00 0 c0473c16 c03fd355 beb4c9ab bda86c07 be259286 be6f2514 3e4a4e08 257 2 0 1 0 0 0 0
case 48 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 49 3fac43d8 3cac2180 3e6f6ef3 3f78e750 bdda795d 3d4fb076 3e3dc850 bd712186 3d8ad149 3fb1b985 3d1ba244 3ece3296 3f6a525a 0 0 0 0 0 0 0 | 3f78e750 be6f6ef3 00000000 2 3fa40469 bd0f3833 bd83f6f6 bd6548f3 bddb51c6 bd956d3c bdcb0056 0 3fb5f8d3 3e53d246 3d9b4fad 3e3e4e16 3d07e9ba 3e2ce9b5 3d780b4e 257 0 0 0 0 0 0 0
case 49 bac49ba6 00000000 ba03126f 00000000 3a03126f 00000000 3ac49ba6 00000000 50 3ff957f0 3f75b5f0 3f41b636 bf275dfa bf370f40 bf00a469 3eb35a0b 3f4c5181 3e18a231 3fcc1fea 3f8cc796 bf2cb990 3f3cf336 0 0 0 0 0 0 0 | bf275dfa bf41b636 00000000 2 3ffb1bfd 3f79fe7a 3c6206ae 3c891144 3ebbf04d bdfc858f bd319a3c 1 3ffb3f1b 3f79eb86 3c73955c 3c86b2bf 3ebc7cc3 bdfd1d30 bd358c90 256 2 1 1 0 0 1 0
case 50 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 51 bfdfeac0 bf4b5398 3f800000 00000000 3e086800 3eff7e16 3c8dbb3c bf2a64d3 3de5ca65 bff34d34 bf54ed32 3f800000 00000000 0 0 0 0 0 0 0 | 00000000 bf800000 00000000 2 bff11647 bf8b7b14 be095c38 be974520 3c8dbb40 be8411ec 3f174520 1 bfe24034 bf01e439 bc955d00 3e92debe 3e086800 3ea611f2 bf12debe 256 0 0 0 0 0 0 0
case 51 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 52 bf431388 3f48ef90 bf56cb02 bf0b48a5 3e6ebe08 be776320 bc47a118 3e9e7eee 3ddc85ec bf2a9d48 3f643d6f bf6826bc 3ed7cb46 0 0 0 0 0 0 0 | bf0b48a5 3f56cb02 00000000 2 bf25ddc8 3f8171ce 3de9ae00 3e67d02c 3c97f000 3df53160 3e82edf4 0 bf4b4126 3f1e3fc0 bd02d9e2 be2abf42 be028f78 be8bfb5f be7aedd8 257 0 0 0 0 0 0 0
case 52 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 53 beec83d8 3eb04760 3f7fe7c2 bcdecf37 3eb6dc21 bb1fd240 bea445af bdce5449 3d59d6e8 bf074a5a beceefbc bf526042 3f11de9e 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 0 0 0
case 53 c0f00000 00000000 c0200000 00000000 40200000 00000000 40f00000 00000000 54 40e53c48 c0fa4574 bf7d59bd 3e12f128 3f8cb19c 3baa5af0 bf592637 bdfc038f 3ea3d2c8 4107412c c0af6b59 3f65161c 3ee48557 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 1 1 0
case 54 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 55 bf891412 3ee905d0 3f800000 00000000 3e9e7a9e 3dbaf2a1 be4b3224 be800d65 3e049f23 bf4aa62f be96fa30 3f800000 00000000 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 0 0 0
case 55 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 56 40079290 c03426e8 3f7c1f23 3e3191c0 3f070456 bdf0228d beea5fb2 3e447e14 3e49b67a 400dc0de c063cd54 bf769afe be896e1f 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 0 0 0
case 56 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 57 be993730 bf12c226 beffc36c 3f5dc550 bee2d044 3e7c4407 3e9670f8 bea4c46a 3e566b2c 406b54df 40028d0a bf4c5912 bf1a3370 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 1 0 0 1 1 0
case 57 c0f00000 00000000 c0200000 00000000 40200000 00000000 40f00000 00000000 58 3fc51388 40ae2cdc 3f76d8db be87af0a bfab4902 3f851048 3f868df8 bfce7f9a 00000000 c03c6932 c0ea6954 bf615c71 bef2e2c3 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 1 0 0 0 1 0 0
case 58 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 59 bd861100 bcef4200 3f800000 00000000 bd005e8c 3d64a42e bd030914 3d67c036 3e260732 be948e5a c098ef42 3f800000 00000000 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 1 1 0
case 59 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 60 3ed465a0 be1eb940 bf40263e bf292896 bcfaa5b8 3dfc7df2 3dc6bfb4 be982516 3dd64046 c02f4d1b 40596617 bf23c039 3f44c735 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 0 0 0
case 60 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 61 bf380670 3f6b48d8 be4c146e bf7add4b 3efa5af6 3d934898 bee6ca50 be513ac2 3d41251c bf7560ac 3f5ea1ac 3ec13cac 3f6d1135 0 0 0 0 0 0 0 | 00000000 00000000 00000000 0 2 0 1 0 1 1 0
case 61 c0f00000 00000000 c0200000 00000000 40200000 00000000 40f00000 00000000 62 401d403c 3ff64be8 3e6f0d41 bf78ed2e bf7bd040 3fb36d6c 3ee29f55 bff12628 3ea8d0d2 3fd93af7 3ff03ae5 bf476899 bf20898c 0 0 0 0 0 0 0 | bf78ed2e be6f0d41 00000000 2 3fa42272 4055591a bf965e06 3fb4664d bed46214 3fba7750 3fd0325e 1 40492dfc 3fad4f3b 3f2fb6ff bf11f95a 3fb92100 bf05d754 bf88c83c 256 0 0 0 0 0 0 0
case 62 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 63 4035a9ec bd8af120 3f800000 00000000 be3360b2 3e664880 3dcb2d60 be4122d0 3e00821a 402b6acb be95ef7c 3f800000 00000000 0 0 0 0 0 0 0 | 00000000 bf800000 00000000 2 402034c0 bba8cee0 beaba961 3d806432 be3360b2 3e934c40 be006432 0 4031c436 be58fc20 bd796d80 be138390 3dcb2d60 3da5c5b0 3e93838f 257 2 0 1 0 0 0 0
case 63 c0100000 00000000 bf400000 00000000 3f400000 00000000 40100000 00000000 64 3ede85c0 402ddedc bf6c0b57 bec62ebb 3ea1ee55 3d617f62 beae01ed 3d59a012 3dc9082c 3eb4bec3 403b4bb2 3f7046e1 beb0ab5f 0 0 0 0 0 0 0 | bec62ebb 3f6c0b57 00000000 2 3f328eb0 403340f0 3e8697a0 3dac4282 3eb05e9d be00ac1f bd463afc 0 3e2b45f0 40347a0c be88e2c8 3dd36605 be3e3796 bdda34bb 3ecb6e1a 257 2 0 1 0 0 0 0
