# dbox2d conformance trace v1 kind=function name=collide_circles ref=0aa402e cc=gcc-13.2.0 flags=-O3,-DNDEBUG,-std=gnu17,-ffp-contract=off,-fno-fast-math
cases 256
case 0 bddaf5b6 3da143a8 00000000 3f9d70bc bfa2f2c6 bf384fde bf31aa6c baef6800 bda0f20f 3dfb625e 3f98e297 bfa16f68 3f7ed6b9 3dc2d911 | 00000000 00000000 00000000 0
case 35 3df8e2c0 3dfd3c60 3e4a46c8 be25d950 403f39fe bf7d59bd be12f128 bdfd0794 3df205e4 3ee454e2 be0b61a7 4040f723 be22dd96 bf7cbdc8 | 3f3328e6 3f36dc27 00000000 1 be6053a3 40393ed9 bd69e94d bdbf64a8 bda9e3f8 bdf70948 be87d270 0
case 36 bdbf9580 bb8b5ac0 3e3c2dac bf9beab8 beeac7d8 bee05574 3f661e5f 3cc49e58 3c40ae50 3ea0aa5b bff8b628 bf2696fe bf6d79bb bebf389d | 00000000 00000000 00000000 0
case 37 3efe37fc be94a32a 3f825405 c053c8a6 40bdc7fc 3f63fc25 bee8e296 bcfe6200 3db3b968 3f1aa335 c085ed5f 4065b577 bf3061d0 bf398a6d | 00000000 00000000 00000000 0
case 38 3d00df68 bc000770 3df32e4d bdd8f1c0 bf275f50 3f800000 00000000 3bb4c160 3db05bc8 3eca912e 3f04ad1d bf88e82a 3f800000 00000000 | 00000000 00000000 00000000 0
case 39 bdadbbc2 bd9e5ba4 3ece0936 3f87a010 3e0b3920 3e86b726 bf76fac9 3e10bfee bdc9472c 3ea7b9ea 3ee9fd74 be9f07b3 3f37456e bf32bd37 | 00000000 00000000 00000000 0
case 40 3d1c8c6c be12cd8c 3ee1985c 3fa9acd4 3efcdff8 bf7675d7 be8a77b5 bd8b19e4 bd6d5d10 3e92d940 40913057 c040602b bed576e5 bf68b06c | 00000000 00000000 00000000 0
case 41 3e9fd340 bd8d091c 3ed050a0 40276850 bf154d30 bf50430c bf14df54 be9d133a bddd29bc 00000000 3d9785c0 414ace40 bf71117e beac4d82 | 00000000 00000000 00000000 0
case 42 be14aff7 be0d4f1b 3da479b0 c005e88c bfb03e60 3f800000 00000000 be00f3cf 3de2d5c8 3ea498e4 3f16f984 4022c799 3f800000 00000000 | 00000000 00000000 00000000 0
case 43 3e09cfe2 3b09b480 3eaf3cf8 4036e4ee 3e830508 3f211e5c 3f46f06d 3d625690 3c58fb50 3ea7f5ea bff212ac 3e1e3bd0 be91c7e5 bf75675c | 00000000 00000000 00000000 0
case 44 3c6be1e0 bd0b55e4 3ecd0734 bd5ef1c0 be2ee560 bf7f1807 bdac29c6 bd5c7cee bd9569f8 3eac3cf2 be687b1c bea15959 bf29cf80 bf3f92cc | bf645685 bee77f5d 00000000 1 be3fd5fa be497c28 be08198a bcd4b63e 3d229488 3df26d14 bf0a9c66 0
case 45 be813b02 3eab3f56 3ed311a6 40343868 c0aea9dd bf7abbe4 be4ea139 be87fb10 3eef23de 3f2a3e54 400d6465 c0a08db1 be84f758 bf77376e | beda0a16 3f67a051 00000000 1 403ef640 c0ad880b 3e2bdd7d 3d10e8e6 3f46476b becfa5a3 be09fbdc 0
case 46 3e045fd6 bd8d851c 3ee4ad62 bf431388 3f48ef90 3f800000 00000000 3d399ca4 3dc273ec 3e4e33d0 bf73679c 3f2998d1 3f800000 00000000 | bf7d1199 3e1a8455 00000000 1 bf63ed8a 3f414fd8 be03680a bcf3f70e 3d77a118 3dbdb834 bebe84ba 0
case 47 bcbd0b18 3cc644c0 3e34bf9d bf907622 bf6c83d8 3f404340 3f29079d be12a259 bcb14498 3dcf2205 bfad124e bf731e9c 3f7fe7c2 bcdecf37 | 00000000 00000000 00000000 0
case 48 3d4d9004 bcc117e8 00000000 3f898a92 bf9629ac bf7d59bd 3e12f128 be166e60 bd609cf4 3e309f94 3f8e5633 bf95f410 3f65161c 3ee48557 | be23a5b9 bf7cb5b2 00000000 1 3f83e4d6 bf908b4d bd34b790 3d33cbdf bda715d8 3d2d185f bcdddb10 0
case 49 becfcfa0 be1cfd3a 3f42dd06 c06476ca 3fc22f88 bf79eeec 3e5d9b6d 3eb4c36a bef033e0 3f68cb52 c05e5fee 3fcc9009 3ca364a5 3f7ff2f6 | 3eba5b7c 3f6e70b4 00000000 1 c0462b03 3fd87dda 3ef25e3a 3e327290 3ec1a75a 3dbedd10 bfa3f66c 0
case 50 3d4bcccc 3e0ace48 3ec2aca0 c02f7cdf beae0d60 3f800000 00000000 3d804d02 bcf5251c 3e436bba c02e22a2 be9e30fb 3f800000 00000000 | 3e7b2081 bf782eab 00000000 1 c029ba7a beba1522 3db84ca5 bcc07c18 3d8d0505 bd5f2134 bedd5a1c 0
case 51 bd006c34 3d765d24 3eb9150c 3fffdd00 c01881b1 bf78c7a1 3e717b8e 3cbd3178 3da7354e 3e7c812d 3ffe89b7 c016332d befb16b4 bf5f1a2f | 3f1f5e5f 3f485805 00000000 1 4004532a c0188214 3d8c9537 b7c5d000 3da1c9c7 bd13b9ba bf0e0506 0
case 52 3ddb2f50 bb5681c0 3e857724 bfa1d5c4 bfb465e9 3eb9270c bf6eacbd bde61433 bd2cefc0 3eb65b86 bfcd1b0d c0050bee bf3d4e1c bf2c55ed | bf118a71 bf529a86 00000000 1 bfae3767 bfd9d75e bdc61a34 be95c5d2 3e771d2e 3ec101fa bd63ec50 0
case 53 3eb88b72 3d0a9110 3f87a050 40e82f50 3f8a1718 3f681ed4 3ed7ed4d bec5d38c be5035a0 3ee31fc6 40c8086c bf9aedbe 3f7c919e be2717a8 | 00000000 00000000 00000000 0
case 54 bdad0ef4 3d67bd04 3ea52ee4 bf9aea36 bfb80670 3f800000 00000000 3cd0b1a0 bdb4c89e 3dbc5be0 bfbc51e2 bf3c0c92 3f800000 00000000 | 00000000 00000000 00000000 0
case 55 bdf0ef7c bca15e10 3e024c38 3fc3d688 c02f85df 3f377137 3f329044 bdc58258 bd63502c 3ecba532 400a8110 c04926e6 3f5295c4 3f119153 | 00000000 00000000 00000000 0
case 56 3cc61e58 bd40b31c 3e208874 bf2e5e5c 3fb5a9ec 3f7f55ea bd937462 bd05d2a6 3cb20498 3edd55d4 3fab0f9e c038621a bddaf5ba bf7e885e | 00000000 00000000 00000000 0
case 57 beffc400 bdd599ac 3f1645ac c10bd058 bf8f0320 3f7f7c96 bd81a1d4 bec21b84 bcdaa1b0 00000000 c0e1fbdc 414473a4 3f722094 bea641eb | 00000000 00000000 00000000 0
case 58 bdc83590 bdd6a5ae 3e2dc68f 402f4fe0 c01c26b8 3f800000 00000000 bd1845fe 3e184732 3ec1a91c 40946b45 c0d966ee 3f800000 00000000 | 00000000 00000000 00000000 0
case 59 bde8f2a0 bdac6bc0 3e9b92d0 3fb5066c bf24fb48 bf7f3adf 3d9eba55 bcbd6b18 bb3fb4c0 3da299ac 3e0e69c0 c0a70afd 3d064fef bf7fdcc1 | 00000000 00000000 00000000 0
case 60 be005c9b bdb1f3cb 3ea606e6 3f326664 be526da0 3f7ffd88 bc0e534d 3b8f8de0 bde8329e 3e8d43b4 3f25e6ce bed9ab62 3e886a68 bf76bf08 | be388ba1 bf7bcef0 00000000 1 3f0d0e36 becc6624 be1560ba be465ea7 bdc6c4c4 3cd453e8 bedbb3ca 0
case 61 3efa03f4 be8e4b1c 3f0a9295 c002ec06 40b890f2 bf7f9629 3d68b24f 3eebdfd8 3df7c9f0 3ea4d14a bfb2b00c 40c48ef8 3f6d4d3e bec0150d | 00000000 00000000 00000000 0
case 62 bd8b7517 bd8b884b 3e527dd9 c03b67f7 3f988c30 3f800000 00000000 bd8b584a bdd5a278 3ebca214 c04952c0 3f9126f0 3f800000 00000000 | bf6afdcb becb2046 00000000 1 c041efdc 3f8df2dc bdd0fca6 bda9953e 3dec5c7a bccd04f8 beac9e6a 0
case 63 bb511b40 3dc20f1e 3e9a534e 3e9c5538 3ec99d98 bf7dfc97 3e002c55 3d6ce9dc bd978d30 3e27ab83 3e5a7731 3e40f7e2 3f7a6ad2 3e54af7a | bd87634e bf7f70a4 00000000 1 3e92a556 3e1483dc bc9afe1a be7eb754 3d95a6f8 bd31d018 be96437c 0
case 64 3dceb26c 3ccfde68 00000000 3f15682c be00dd00 bf5a9207 3f05471c 3dd6a5b0 bdbf0f18 3e2fb893 3f189287 be251da0 3ebd850b 3f6dd0f6 | 00000000 00000000 00000000 0
case 65 3e916b22 bef9a7f3 3f8c5919 c08ea69d 40743ee8 3f6c1c49 bec5ddee bed0c3a2 3eb45768 3f91e7a4 c08c0157 407a3efa bf35bdd4 bf344b56 | 3f1eee35 3f48b109 00000000 1 c083fb86 406570c8 3eaab176 be6ce1f8 3e805d16 bea6718c bfad8940 0
case 66 bdafb893 3d92438c 3eafb978 bfe96ed2 bf63d7c8 3f800000 00000000 bd66a69a 3ceda510 3e8cfbb4 bfe76df9 bf6c911c 3f800000 00000000 | 3f021dab bf5c77a5 00000000 1 bfef51b8 bf62d479 bd3c5cbd 3b81a750 bd7c77dd 3d1bca2a bf079e18 0
case 67 3d0b7c48 3da113a8 3e916cbc 3f69bfd4 3f4c1398 bf7e10f3 3dfb406b 3cd02b38 bd87250e 3e75611f 3f60b395 3f48de21 bea1a5c7 bf72e80a | bf3b987e 3f2e31e5 00000000 1 3f527536 3f4476ad bdba54ed bcf39d54 bd63e5ea bc8cee74 bee06c2e 0
case 68 bde32294 3df7d5f0 3e93a540 3f269c4c bf139a28 3ec0c8cf bf6d28ca 3da5d6e6 3d35f96c 3eabd872 3d226a90 be114478 bf7a3cc9 3e580bab | 00000000 00000000 00000000 0
case 69 bc896110 bb4f0180 3fb65c6d c0f65d6d 40eb4a58 3eee12a2 3f62a434 beff1bfe bee02fc0 3f3f4efe c0d32bb2 40a372a1 bf7a09fd be5bb0b4 | 00000000 00000000 00000000 0
case 70 bdc08582 3e15cb2c 3ea5bbe6 bfd9e4b4 c02c16d8 3f800000 00000000 3db3ebce 3d06a5d8 3e5ee3f1 bff0a727 c05ab885 3f800000 00000000 | 00000000 00000000 00000000 0
case 71 3d903854 3df0e5e4 3e1c206c 3fe1d6c4 bfc5508a 3f39953c 3f305670 3cb38498 3d2ff960 3e0cbd4d 4020a90e bfbb5a82 bd9ea118 3f7f3b1f | 00000000 00000000 00000000 0
case 72 bdbacd76 3d492cc8 3eab43f0 3da03940 bd301160 3f7a2e2c 3e5919d3 bd504cd6 3deb6770 3da9c5ba 40795c3a 403219e0 beb02445 bf705fab | 00000000 00000000 00000000 0
case 73 be400d80 3da60950 3f8234c4 40e30c48 3f31e560 3f7ef662 3db83394 3eac3358 bdaa4954 00000000 40986dff 415fdf3a bf7c582e be2c6e61 | 00000000 00000000 00000000 0
case 74 bdb1b564 3e0783dc 3ea5a9e4 3b2e0000 bf5b2bb8 3f800000 00000000 bca09e10 3db8af0c 3ecad930 c08d9ecc 3f5cba92 3f800000 00000000 | 00000000 00000000 00000000 0
case 75 bdd6d0e2 3d726380 3e96b146 400aec96 bfe446c9 bd79f30d bf7f85de 3e14c590 bcdb91b4 3e3fdeb3 c01e81f4 c030fd6e 3d27be83 3f7fc905 | 00000000 00000000 00000000 0
case 76 bd422986 bdc8d3f8 3ee4f864 be07fd10 3f6a4cd4 3e38af4e 3f7bcd4e bc733b80 3dd12c08 3ed3bcc0 be1ccf8d 3f91d50b bf491e21 3f1e6412 | bf2048d9 3f479ca0 00000000 1 be0a90e5 3f76a9d5 bb24f534 3d45d016 3c91f542 be340102 bf1b0794 0
case 77 3ec5278a beb23b64 3f00bd02 c082c685 40a7bfd0 3f21933f 3f46918d beceef9e bc9fe140 3fbbc437 c089e960 40bea9ee bedb7d07 3f6748a9 | bf63aa39 3eea224c 00000000 1 c05ab9db 40a7b53b 3f2b4cbc baa95400 3f646394 bf37a59a bfadaba0 0
case 78 bdce00d0 bd8dfd1d 3e221a78 3fc1e484 c03bd6f8 3f800000 00000000 3db72570 bdb0e22f 3e26ee82 3fb21e46 c02fcab4 3f800000 00000000 | 3eba0b81 3f6e804d 00000000 1 3fb92e78 c03af050 bd8b60c4 3c66a870 3d620638 be3259b9 be0cda4b 0
case 79 bdd8ef4c 3dd01a6c 3e360ca0 3e7aca00 be06e900 bf75c279 3e8f5ccb 3db840a6 3dfe4930 3e021c38 3d80d248 3a0abe00 bf421c9b bf26e72e | bf6a5426 3ece2a67 00000000 1 3e31d836 be48178b bd91e393 bd825d16 3de2de25 be48a249 bd236fc0 0
case 80 bd825838 3dd2ac0c 00000000 3e709de0 bf140628 3f7ea0a8 bdd3c816 bd7e2064 bd39930e 3e8b1d30 3e68338b bf1d6404 3ef19d77 3f61b3cb | 3e772f9c bf786df2 00000000 1 3e3552e7 bee58376 bd6d2be3 3e0511b4 bd4b828f 3e2a8924 bd31b928 0
case 81 3e3edd7c bd95c92c 3eeeebde 410dab5c bda6e100 3f05748e 3f5a764c 3df479e8 3ae20200 3e96762d 410c13e2 bbbdf660 3e836787 3f776cda | bf74bf48 3e962171 00000000 1 410d0f7d 3dccef10 bd1bdec2 3e39e808 3d7b9b3e 3dd8ce76 bf051464 0
case 82 bdba8f10 be05b972 3eae2176 3ecb4d98 be6359c0 3f800000 00000000 3d6da9dc bdf05f7b 3ea71de8 3ec5c7b1 be3e92da 3f800000 00000000 | 3f713bc4 3eab603a 00000000 1 3ec3615e bea6c8f2 bc7d8730 bdd47046 bb9994a0 be0eff09 bf050b36 0
case 83 bdd79f4a bca45e10 3e13cb5b be813d00 befccdf8 3f7e64ba bde5149a 3d34d968 bd8381d4 3ec6f6a8 be770297 beea7b04 be2372db 3f7cb7c3 | 3f5f4bee 3efa658f 00000000 1 bec1d9e0 bf03441e be0139c1 bc9ba448 be0cb12a bd6069c4 beaa7c6e 0
case 84 3a9dce00 3d10a920 3dc111e9 3e328d68 bf8f069e befea92a bf5e1678 bdab7224 bdcb5731 3e910b3c 3f3ad6d0 bf1d0b5f 3ef2a622 3f616cc5 | 00000000 00000000 00000000 0
case 85 3d6c91e0 3eb81b70 3fbebffe c10880d1 3f25dd50 3f2a864e bf3ef026 be025d04 3e23e548 3e8b9517 c0c6953b 3fc85054 3f56fe14 bf0af9c5 | 00000000 00000000 00000000 0
case 86 bd637696 be07df10 3e9a204e bf28af50 bfa6a24d 3f800000 00000000 3dbb53de bb704ec0 3e01d137 be159a80 bfecaf56 3f800000 00000000 | 00000000 00000000 00000000 0
case 87 3d29ac88 bdd42c0f 3ec96b2c c03cabf9 bfef3ede bf70eb7d 3ead21a1 3e0393d4 3dc36d88 3e7bf72b c018d15b c0178960 3f76be32 3e887072 | 00000000 00000000 00000000 0
case 88 3d54c344 3cbab7e0 3e923bbe beedc7dc 3ea56748 3f7ccc40 be2174ae 3d8896ac 3ddc2420 3dddbc22 4088d904 3cefd0b0 3f31d9d6 bf38221e | 00000000 00000000 00000000 0
case 89 3ef35fe6 bbcd8180 3fa01d40 c0dd123a 40243448 bf4ce83b 3f1974ff be87df10 3dc62990 00000000 c19188bc 411fa482 bf082dfe bf58c63a | 00000000 00000000 00000000 0
case 90 bc74e1f0 3cdd3820 3dc627f3 bfbc6278 bec1a588 3f800000 00000000 3df2ade4 3e0c5f1a 3e36e4a1 40496b08 3f3ae182 3f800000 00000000 | 00000000 00000000 00000000 0
case 91 3dd8727c 3da1520e 3db937d9 bee305c8 bfb5d86b bf63cbae 3ee99ffa 3e046bd6 bd8a59e2 3ebbfd12 c00bbad0 403ff31a bac6617f bf7fffed | 00000000 00000000 00000000 0
case 92 3d26ac80 bdb88d72 3e5fc4f3 bedd8fbc bf15c22c bf0c0d8b bf564ad4 3db0fefa bdbb3244 3ea19d5e bf182a9a bedb6476 3f7f71eb bd86c89f | 3eb01fc6 3f70607f 00000000 1 bf09fca0 bf17da6c bdd9a60c bc061014 3d62dfa8 be28a0c5 bef94f4e 0
case 93 3e587db0 be1c5538 3f93f9a8 c04d389a 4053a0a8 3ede5ac8 3f669930 3ef653ec bea7c350 3f843f48 c06fad5a 40323594 3b0ffc4c bf7fffd9 | bf323eb2 bf37c07d 00000000 1 c0644ca9 4034a666 beb8a07a bef7d20c 3e360b0c 3d1c34a0 bf1e17e8 0
case 94 3c9ee470 3df83124 3e01dd37 bda5f140 befbf5f8 3f800000 00000000 37668000 3d8c304c 3e35b59f 3d8f2ada bea68676 3f800000 00000000 | 3f415e72 3f27c35a 00000000 1 bc756290 bea93078 3d8744ee 3e258b00 bdadd72c bbaa8080 be053c37 0
case 95 3e0e1d84 3d1e92d8 3e812b9c 3fc4c088 bd68e200 3f7fc751 bd2a5441 3dc093e6 3d40bcb4 3db39dce 3fc1d41b be8fb71e be2fdfa0 bf7c3229 | 00000000 00000000 00000000 0
case 96 3e169260 3e0afe4a 00000000 bf2c3c59 3e86d710 3e830696 bf7779b4 bd93ab8e 3e111b22 3ee2495e bf2daf8c 3e99d1e0 be4e0123 bf7ac41f | bde72442 3f7e5d45 00000000 1 befaaddc 3cf322a0 3e3b95ab be6f49cc 3e416277 be8a9fb6 be8221b0 0
case 97 be647dc8 3ed5c7ac 3f494012 40e91050 c09a9ab5 be7d9c57 3f78063e be5efdbe bd949928 3f24dcca 40e6416d c097c17a 3eb7e036 bf6eebdf | 3e463c04 3f7b283e 00000000 1 40e02d47 c0993a3c be8e3097 3d303c6e be4284ce bd3c6112 bf554232 0
case 98 bd41b650 bd7c36c6 3e92943e bf028704 4000e782 3f800000 00000000 bd45aff2 bd7cf6c8 3e86fa28 befe2552 400324c0 3f800000 00000000 | 3ead59b9 3f70e167 00000000 1 bf0c0ca2 3ffd84e1 bd1859e5 bd094458 bd4f9f95 bd8c49ec bf034f0f 0
